ENSG00000180182	ENST00000324817*ENST00000416199*ENST00000433003*ENST00000472736*ENST00000496531*ENST00000482034*ENST00000492219*ENST00000495865*ENST00000463072	ENSP00000323720*ENSP00000392586*ENSP00000411357******	mediator complex subunit 14 [Source:HGNC Symbol;Acc:HGNC:2370]	40648306	40735858	40648306*40649543*40653872*40659227*40675221*40713832*40713878*40726455*40726528	40735531*40659334*40664451*40659819*40682913*40735858*40715051*40735298*40729540	GO:0016592*GO:0016592*GO:0001104*GO:0001104*GO:0045893*GO:0005654*GO:0004872*GO:0030521*GO:0003713*GO:0045944*GO:0005634*GO:0016020*GO:0006357*GO:0006357*GO:0005515*GO:0006367*GO:0003712*GO:0030518*GO:0030374*GO:0010467*GO:0070847*GO:0042809*GO:0019827**	mediator complex*mediator complex*RNA polymerase II transcription cofactor activity*RNA polymerase II transcription cofactor activity*positive regulation of transcription, DNA-templated*nucleoplasm*receptor activity*androgen receptor signaling pathway*transcription coactivator activity*positive regulation of transcription from RNA polymerase II promoter*nucleus*membrane*regulation of transcription from RNA polymerase II promoter*regulation of transcription from RNA polymerase II promoter*protein binding*transcription initiation from RNA polymerase II promoter*transcription cofactor activity*intracellular steroid hormone receptor signaling pathway*ligand-dependent nuclear receptor transcription coactivator activity*gene expression*core mediator complex*vitamin D receptor binding*stem cell maintenance**	A protein complex that interacts with the carboxy-terminal domain of the largest subunit of RNA polymerase II and plays an active role in transducing the signal from a transcription factor to the transcriptional machinery. The mediator complex is required for activation of transcription of most protein-coding genes, but can also act as a transcriptional corepressor. The Saccharomyces complex contains several identifiable subcomplexes: a head domain comprising Srb2, -4, and -5, Med6, -8, and -11, and Rox3 proteins; a middle domain comprising Med1, -4, and -7, Nut1 and -2, Cse2, Rgr1, Soh1, and Srb7 proteins; a tail consisting of Gal11p, Med2p, Pgd1p, and Sin4p; and a regulatory subcomplex comprising Ssn2, -3, and -8, and Srb8 proteins. Metazoan mediator complexes have similar modular structures and include homologs of yeast Srb and Med proteins. [PMID:11454195, PMID:16168358, PMID:17870225]*A protein complex that interacts with the carboxy-terminal domain of the largest subunit of RNA polymerase II and plays an active role in transducing the signal from a transcription factor to the transcriptional machinery. The mediator complex is required for activation of transcription of most protein-coding genes, but can also act as a transcriptional corepressor. The Saccharomyces complex contains several identifiable subcomplexes: a head domain comprising Srb2, -4, and -5, Med6, -8, and -11, and Rox3 proteins; a middle domain comprising Med1, -4, and -7, Nut1 and -2, Cse2, Rgr1, Soh1, and Srb7 proteins; a tail consisting of Gal11p, Med2p, Pgd1p, and Sin4p; and a regulatory subcomplex comprising Ssn2, -3, and -8, and Srb8 proteins. Metazoan mediator complexes have similar modular structures and include homologs of yeast Srb and Med proteins. [PMID:11454195, PMID:16168358, PMID:17870225]"*Interacting selectively and non-covalently with an RNA polymerase II (RNAP II) regulatory transcription factor and also with the RNAP II basal transcription machinery in order to modulate transcription. Cofactors generally do not bind DNA, but rather mediate protein-protein interactions between regulatory transcription factors and the basal RNAP II transcription machinery. [GOC:txnOH, PMID:10213677, PMID:16858867]"*Interacting selectively and non-covalently with an RNA polymerase II (RNAP II) regulatory transcription factor and also with the RNAP II basal transcription machinery in order to modulate transcription. Cofactors generally do not bind DNA, but rather mediate protein-protein interactions between regulatory transcription factors and the basal RNAP II transcription machinery. [GOC:txnOH, PMID:10213677, PMID:16858867]"*"Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription. [GOC:go_curators, GOC:txnOH]"*That part of the nuclear content other than the chromosomes or the nucleolus. [GOC:ma, ISBN:0124325653]"*Combining with an extracellular or intracellular messenger to initiate a change in cell activity. [GOC:ceb, ISBN:0198506732]"*Any series of molecular signals generated as a consequence of an androgen binding to its receptor. [GOC:mah]*Interacting selectively and non-covalently with a activating transcription factor and also with the basal transcription machinery in order to increase the frequency, rate or extent of transcription. Cofactors generally do not bind the template nucleic acid, but rather mediate protein-protein interactions between activating transcription factors and the basal transcription machinery. [GOC:txnOH, PMID:10213677, PMID:16858867]"*Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter. [GOC:go_curators, GOC:txnOH]"*A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cells chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"*A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it. [GOC:dos, GOC:mah, ISBN:0815316194]"*Any process that modulates the frequency, rate or extent of transcription from an RNA polymerase II promoter. [GOC:go_curators, GOC:txnOH]"*Any process that modulates the frequency, rate or extent of transcription from an RNA polymerase II promoter. [GOC:go_curators, GOC:txnOH]"*Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:go_curators]*Any process involved in the assembly of the RNA polymerase II preinitiation complex (PIC) at an RNA polymerase II promoter region of a DNA template, resulting in the subsequent synthesis of RNA from that promoter. The initiation phase includes PIC assembly and the formation of the first few bonds in the RNA chain, including abortive initiation, which occurs when the first few nucleotides are repeatedly synthesized and then released. Promoter clearance, or release, is the transition between the initiation and elongation phases of transcription. [GOC:mah, GOC:txnOH]"*Interacting selectively and non-covalently with a regulatory transcription factor and also with the basal transcription machinery in order to modulate transcription. Cofactors generally do not bind the template nucleic acid, but rather mediate protein-protein interactions between regulatory transcription factors and the basal transcription machinery. [GOC:txnOH, PMID:10213677, PMID:16858867]"*A series of molecular signals generated as a consequence of a intracellular steroid hormone receptor binding to one of its physiological ligands. [GOC:mah, GOC:signaling]"*The function of a transcription cofactor that activates transcription in conjuction with a ligand-dependent nuclear receptor from a RNA polymerase II promoter; does not bind DNA itself. [GOC:dph, GOC:tb]"*The process in which a genes sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA (for protein-coding genes) and the translation of that mRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form. [GOC:dph, GOC:tb]"*A protein complex that interacts with the carboxy-terminal domain of the largest subunit of RNA polymerase II and plays an active role in transducing the signal from a transcription factor to the transcriptional machinery. The core mediator complex has a stimulatory effect on basal transcription, and contains most of the same subdomains as the larger form of mediator complex -- a head domain comprising proteins known in Saccharomyces as Srb2, -4, and -5, Med6, -8, and -11, and Rox3 proteins; a middle domain comprising Med1, -4, and -7, Nut1 and -2, Cse2, Rgr1, Soh1, and Srb7 proteins; and a tail consisting of Gal11p, Med2p, Pgd1p, and Sin4p -- but lacks the regulatory subcomplex comprising Ssn2, -3, and -8, and Srb8 proteins. Metazoan core mediator complexes have similar modular structures and include homologs of yeast Srb and Med proteins. [PMID:11454195, PMID:16168358, PMID:17870225]"*Interacting selectively and non-covalently with the vitamin D receptor, a nuclear receptor that mediates the action of vitamin D by binding DNA and controlling the transcription of hormone-sensitive genes. [GOC:jl, PMID:12637589]"*The process by which an organism or tissue maintains a population of stem cells of a single type.  This can be achieved by a number of mechanisms: stem cell asymmetric division maintains stem cell numbers; stem cell symmetric division increases them; maintenance of a stem cell niche maintains the conditions for commitment to the stem cell fate for some types of stem cell; stem cells may arise de novo from other cell types.  [GOC:mah, ISBN:0878932437]"**	IDA*IEA*IDA*IEA*IDA*TAS*IDA*IDA*IDA*IDA*IDA*IDA*TAS*IEA*IPI*IDA*IDA*IDA*NAS*TAS*IBA*NAS*IEA**	cellular_component*cellular_component*molecular_function*molecular_function*biological_process*cellular_component*molecular_function*biological_process*molecular_function*biological_process*cellular_component*cellular_component*biological_process*biological_process*molecular_function*biological_process*molecular_function*biological_process*molecular_function*biological_process*cellular_component*molecular_function*biological_process**	************************	***********************H7C017*H7C3E5	O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244**MED14		PF08638**	49**	240**	ENSFM00250000002831*ENSFM00250000002831*ENSFM00250000002831	MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 14 MEDIATOR COMPLEX SUBUNIT 14*MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 14 MEDIATOR COMPLEX SUBUNIT 14*MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 14 MEDIATOR COMPLEX SUBUNIT 14	IPR013947**	Mediator_Med14**	Mediator complex, subunit Med14**	ENSFM00250000002831*ENSFM00250000002831*ENSFM00250000002831	MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 14 MEDIATOR COMPLEX SUBUNIT 14*MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 14 MEDIATOR COMPLEX SUBUNIT 14*MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 14 MEDIATOR COMPLEX SUBUNIT 14	IPR013947**	Mediator_Med14**	Mediator complex, subunit Med14**	

ENSG00000214045	ENST00000418838			40359183	40360726	40359183	40360726																							

ENSG00000216866	ENST00000397318		ribosomal protein S2 pseudogene 55 [Source:HGNC Symbol;Acc:HGNC:36140]	40934982	40935864	40934982	40935864																							

ENSG00000232801	ENST00000419629		syndecan binding protein (syntenin) pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44687]	40890647	40891537	40890647	40891537																							

ENSG00000234636	ENST00000456333		MED14 opposite strand [Source:HGNC Symbol;Acc:HGNC:40162]	40735400	40738701	40735400	40738701																							

ENSG00000235685	ENST00000441098			40514895	40515508	40514895	40515508																							

ENSG00000237661	ENST00000424288			40831844	40832562	40831844	40832562																							

ENSG00000238205	ENST00000423387		mitochondrial pyruvate carrier 1-like [Source:HGNC Symbol;Acc:HGNC:44205]	40623566	40623860	40623566	40623860																							

ENSG00000238222	ENST00000444706		makorin ring finger protein 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:7115]	40834485	40836005	40834485	40836005																							

ENSG00000238730	ENST00000459221		RNA, U7 small nuclear 164 pseudogene [Source:HGNC Symbol;Acc:HGNC:45698]	40535502	40535563	40535502	40535563																							

ENSG00000270791	ENST00000603022		divergent-paired related homeobox pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:32172]	40758483	40759050	40758483	40759050																							

